Food,Categlory,ID,Carbs,Calories,Protien,Fat,Measure
PURSLANE,"PURSLANE,RAW",11427,3.43,16,1.3,0.1,1 cup
PURSLANE,"PURSLANE,CKD,BLD,DRND,WO/SALT",11428,3.55,18,1.49,0.19,1 cup
RADISHES,"RADISHES,RAW",11429,3.4,16,0.68,0.1,"1 cup, slices"
RADISHES,"RADISHES,ORIENTAL,RAW",11430,4.1,18,0.6,0.1,"1 radish,  (7"" long)"
RADISHES,"RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT",11431,3.43,17,0.67,0.24,"1 cup, sliced"
RADISHES,"RADISHES,ORIENTAL,DRIED",11432,63.37,271,7.9,0.72,1 cup
RUTABAGAS,"RUTABAGAS,RAW",11435,8.13,36,1.2,0.2,"1 cup, cubes"
RUTABAGAS,"RUTABAGAS,CKD,BLD,DRND,WO/SALT",11436,8.74,39,1.29,0.22,"1 cup, cubes"
SALSIFY,"SALSIFY,(VEG OYSTER),RAW",11437,18.6,82,3.3,0.2,"1 cup, slices"
SALSIFY,"SALSIFY,CKD,BLD,DRND,WO/SALT",11438,15.36,68,2.73,0.17,"1 cup, sliced"
SAUERKRAUT,"SAUERKRAUT,CND,SOL&LIQUIDS",11439,4.28,19,0.91,0.14,1 cup
SEAWEED,"SEAWEED,AGAR,RAW",11442,6.75,26,0.54,0.03,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,IRISHMOSS,RAW",11444,12.29,49,1.51,0.16,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,KELP,RAW",11445,9.57,43,1.68,0.56,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,LAVER,RAW",11446,5.11,35,5.81,0.28,10 sheets
SESBANIA FLOWER,"SESBANIA FLOWER,RAW",11447,6.73,27,1.28,0.04,1 flower
SESBANIA FLOWER,"SESBANIA FLOWER,CKD,STMD,WO/SALT",11448,5.23,22,1.14,0.05,1 cup
SOYBEANS,"SOYBEANS,GREEN,RAW",11450,11.05,147,12.95,6.8,1 cup
SOYBEANS,"SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT",11451,11.05,141,12.35,6.4,1 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,RAW",11452,9.57,122,13.09,6.7,.5 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD",11453,6.53,81,8.47,4.45,1 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED",11454,9.4,125,13.1,7.1,
SPINACH,"SPINACH,RAW",11457,3.63,23,2.86,0.39,1 cup
SPINACH,"SPINACH,CKD,BLD,DRND,WO/ SALT",11458,3.75,23,2.97,0.26,1 cup
SPINACH,"SPINACH,CND,REG PK,SOL&LIQUIDS",11459,2.92,19,2.11,0.37,1 cup
SPINACH,"SPINACH,CND,DRND SOL",11461,3.4,23,2.81,0.5,1 cup
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,UNPREP",11463,4.21,29,3.63,0.57,1 cup
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT",11464,4.8,34,4.01,0.87,"1 package,  (10 oz) yields"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",11467,4.04,19,0.94,0.24,"1 cup, sliced"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,WO/SALT",11468,4.31,20,0.91,0.31,"1 cup, sliced"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT",11471,2.96,13,0.61,0.07,"1 cup, diced"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP",11473,4.8,20,0.83,0.14,"1 cup, slices"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,WO/SALT",11474,5.54,25,1.28,0.2,"1 cup, slices"
SQUASH,"SQUASH,SUMMER,SCALLOP,RAW",11475,3.84,18,1.2,0.2,"1 cup, slices"
SQUASH,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT",11476,3.3,16,1.03,0.17,"1 cup, mashed"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW",11477,3.35,16,1.21,0.18,"1 cup, chopped"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT",11478,3.93,16,0.64,0.05,"1 cup, sliced"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP",11479,3.59,17,1.16,0.13,"1 package,  (10 oz)"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT",11480,3.56,17,1.15,0.13,1 cup
SQUASH,"SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND",11481,6.85,29,1.03,0.11,1 cup
SQUASH,"SQUASH,WINTER,ACORN,RAW",11482,10.42,40,0.8,0.1,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,ACORN,CKD,BKD,WO/SALT",11483,14.58,56,1.12,0.14,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT",11484,8.79,34,0.67,0.08,"1 cup, mashed"
SQUASH,"SQUASH,WNTR,BUTTERNUT,RAW",11485,11.69,45,1,0.1,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",11486,10.49,40,0.9,0.09,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP",11487,14.41,57,1.76,0.1,"1 package,  (12 oz)"
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT",11488,10.05,39,1.23,0.07,"1 cup, mashed"
SQUASH,"SQUASH,WINTER,HUBBARD,RAW",11489,8.7,40,2,0.5,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BKD,WO/SALT",11490,10.81,50,2.48,0.62,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT",11491,6.46,30,1.48,0.37,"1 cup, mashed"
SQUASH,"SQUASH,WNTR,SPAGHETTI,RAW",11492,6.91,31,0.64,0.57,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT",11493,6.46,27,0.66,0.26,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),RAW",11495,19.59,99,5.03,1.02,
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT",11496,24.38,115,5.07,0.8,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN",11497,17.61,77,2.64,0.54,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",11499,13.98,63,2.6,0.49,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,UNPREP",11501,19.94,93,4.31,0.89,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT",11502,19.95,93,4.31,0.89,1 cup
SWAMP CABBAGE,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW",11503,3.14,19,2.6,0.2,"1 cup, chopped"
SWAMP CABBAGE,"SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT",11504,3.71,20,2.08,0.24,"1 cup, chopped"
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,RAW",11505,6.38,35,4,0.3,"1 cup, chopped"
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,CKD,STMD,WO/ SALT",11506,7.32,34,2.32,0.3,1 cup
SWEET POTATO,"SWEET POTATO,RAW,UNPREP",11507,20.12,86,1.57,0.05,"1 cup, cubes"
SWEET POTATO,"SWEET POTATO,CKD,BKD IN SKN,WO/ SALT",11508,20.71,90,2.01,0.15,1 cup
SWEET POTATO,"SWEET POTATO,CKD,BLD,WO/ SKN",11510,17.72,76,1.37,0.14,"1 cup, mashed"
SWEETPOTATO,"SWEETPOTATO,CND,VACUUM PK",11512,21.12,91,1.65,0.2,"1 cup, mashed"
SWEET POTATO,"SWEET POTATO,CND,MSHD",11514,23.19,101,1.98,0.2,1 cup
SWEET POTATO,"SWEET POTATO,FRZ,UNPREP",11516,22.22,96,1.71,0.18,"1 cup, cubes"
SWEET POTATO,"SWEET POTATO,FRZ,CKD,BKD,WO/ SALT",11517,23.4,100,1.71,0.12,"1 cup, cubes"
TARO,"TARO,RAW",11518,26.46,112,1.5,0.2,"1 cup, sliced"
TARO,"TARO,COOKED,WITHOUT SALT",11519,34.6,142,0.52,0.11,"1 cup, sliced"
TARO LEAVES,"TARO LEAVES,RAW",11520,6.7,42,4.98,0.74,1 cup
TARO LEAVES,"TARO LEAVES,CKD,STMD,WO/SALT",11521,4.02,24,2.72,0.41,1 cup
TARO SHOOTS,"TARO SHOOTS,RAW",11522,2.32,11,0.92,0.09,".5 cup, slices"
TARO SHOOTS,"TARO SHOOTS,CKD,WO/SALT",11523,3.2,14,0.73,0.08,"1 cup, slices"
TARO,"TARO,TAHITIAN,RAW",11525,6.91,44,2.79,0.97,"1 cup, slices"
TARO,"TARO,TAHITIAN,CKD,WO/SALT",11526,6.85,44,4.16,0.68,"1 cup, slices"
TOMATOES,"TOMATOES,GREEN,RAW",11527,5.1,23,1.2,0.2,1 cup
TOMATOES,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",11529,3.92,18,0.88,0.2,"1 cup,  cherry tomatoes"
TOMATOES,"TOMATOES,RED,RIPE,CKD",11530,4.01,18,0.95,0.11,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC",11531,4,17,0.78,0.13,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CND,STWD",11533,6.19,26,0.91,0.19,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CND,W/GRN CHILIES",11537,3.62,15,0.69,0.08,1 cup
TOMATO JUC,"TOMATO JUC,CND,W/SALT",11540,4.24,17,0.76,0.05,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED",11546,18.91,82,4.32,0.47,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PUREE,WO/SALT",11547,8.98,38,1.65,0.21,1 cup
No Category,TOMATO POWDER,11548,74.68,302,12.91,0.44,
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU",11549,5.38,24,1.32,0.18,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",11551,8.43,35,1.45,0.13,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/ONIONS",11553,9.94,42,1.56,0.19,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS",11555,10.24,59,2.13,1.93,.5 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY",11557,8.77,41,0.94,0.74,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",11559,7.09,32,1.32,0.39,1 cup
TREE FERN,"TREE FERN,CKD,WO/SALT",11563,10.98,40,0.29,0.07,".5 cup, chopped"
TURNIPS,"TURNIPS,RAW",11564,6.43,28,0.9,0.1,"1 cup, cubes"
TURNIPS,"TURNIPS,CKD,BLD,DRND,WO/SALT",11565,5.06,22,0.71,0.08,"1 cup, cubes"
TURNIPS,"TURNIPS,FROZEN,UNPREPARED",11566,2.94,16,1.04,0.16,"1 package, mashed (10 oz)"
TURNIPS,"TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT",11567,4.35,23,1.53,0.24,1 cup
TURNIP GREENS,"TURNIP GREENS,RAW",11568,7.13,32,1.5,0.3,"1 cup, chopped"
TURNIP GRNS,"TURNIP GRNS,CKD,BLD,DRND,WO/SALT",11569,4.36,20,1.14,0.23,"1 cup, chopped"
TURNIP GRNS,"TURNIP GRNS,CND,SOL&LIQUIDS",11570,2.42,14,1.36,0.3,.5 cup
TURNIP GRNS,"TURNIP GRNS,FRZ,UNPREP",11574,3.67,22,2.47,0.31,".5 cup, chopped or diced"
TURNIP GRNS,"TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",11575,4.98,29,3.35,0.42,1 cup
TURNIP GRNS&TURNIPS,"TURNIP GRNS&TURNIPS,FRZ,UNPREP",11576,3.4,21,2.46,0.19,"1 package,  (10 oz)"
TURNIP GRNS&TURNIPS,"TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT",11577,4.85,35,2.99,0.38,1 cup
VEGETABLE JUC COCKTAIL,"VEGETABLE JUC COCKTAIL,CND",11578,4.55,19,0.63,0.09,1 cup
VEGETABLES,"VEGETABLES,MXD,CND,SOL&LIQUIDS",11579,7.13,36,1.42,0.25,1 cup
VEGETABLES,"VEGETABLES,MXD,CND,DRND SOL",11581,9.26,49,2.59,0.25,1 cup
VEGETABLES,"VEGETABLES,MXD,FRZ,UNPREP",11583,13.46,64,3.33,0.52,"1 package,  (10 oz)"
VEGETABLES,"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,WO/SALT",11584,13.09,65,2.86,0.15,"1 package,  (10 oz) yields"
VINESPINACH,"VINESPINACH,(BASELLA),RAW",11587,3.4,19,1.8,0.3,
WATERCHESTNUTS,"WATERCHESTNUTS,CHINESE,(MATAI),RAW",11588,23.94,97,1.4,0.1,".5 cup, slices"
WATERCHESTNUTS,"WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS",11590,12.3,50,0.88,0.06,".5 cup, slices"
WATERCRESS,"WATERCRESS,RAW",11591,1.29,11,2.3,0.1,"1 cup, chopped"
WAXGOURD,"WAXGOURD,(CHINESE PRESERVING MELON),RAW",11593,3,13,0.4,0.2,"1 cup, cubes"
WAXGOURD,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT",11594,3.04,14,0.4,0.2,"1 cup, cubes"
WINGED BNS,"WINGED BNS,IMMAT SEEDS,RAW",11595,4.31,49,6.95,0.87,"1 cup, slices"
WINGED BNS,"WINGED BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",11596,3.21,38,5.31,0.66,1 cup
WINGED BEAN LEAVES,"WINGED BEAN LEAVES,RAW",11597,14.1,74,5.85,1.1,
WINGED BEAN TUBER,"WINGED BEAN TUBER,RAW",11599,28.1,148,11.6,0.9,
YAM,"YAM,RAW",11601,27.88,118,1.53,0.17,"1 cup, cubes"
YAM,"YAM,CKD,BLD,DRND,OR BKD,WO/SALT",11602,27.48,116,1.49,0.14,"1 cup, cubes"
YAMBEAN (JICAMA),"YAMBEAN (JICAMA),RAW",11603,8.82,38,0.72,0.09,"1 cup, slices"
YAMBEAN (JICAMA),"YAMBEAN (JICAMA),CKD,BLD,DRND,WO/SALT",11604,8.82,38,0.72,0.09,
BEETS,"BEETS,HARVARD,CND,SOL&LIQUIDS",11605,18.18,73,0.84,0.06,"1 cup, slices"
BEETS,"BEETS,PICKLED,CND,SOL&LIQUIDS",11609,16.28,65,0.8,0.08,"1 cup, slices"
BORAGE,"BORAGE,RAW",11613,3.06,21,1.8,0.7,"1 cup,  (1"" pieces)"
BORAGE,"BORAGE,CKD,BLD,DRND,WO/SALT",11614,3.55,25,2.09,0.81,
CHIVES,"CHIVES,FREEZE-DRIED",11615,64.29,311,21.2,3.5,1 tbsp
DOCK,"DOCK,RAW",11616,3.2,22,2,0.7,"1 cup, chopped"
DOCK,"DOCK,CKD,BLD,DRND,WO/SALT",11617,2.93,20,1.83,0.64,
EPPAW,"EPPAW,RAW",11618,31.68,150,4.6,1.8,1 cup
HORSERADISH-TREE,"HORSERADISH-TREE,PODS,RAW",11620,8.53,37,2.1,0.2,"1 cup, slices"
HORSERADISH-TREE,"HORSERADISH-TREE,PODS,CKD,BLD,DRND,WO/SALT",11621,8.18,36,2.09,0.19,"1 cup, sliced"
KALE,"KALE,SCOTCH,RAW",11622,8.32,42,2.8,0.6,"1 cup, chopped"
KALE,"KALE,SCOTCH,CKD,BLD,DRND,WO/SALT",11623,5.63,28,1.9,0.41,"1 cup, chopped"
LEEKS,"LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED",11624,74.65,321,15.2,2.1,1 tbsp
PARSLEY,"PARSLEY,FREEZE-DRIED",11625,42.38,271,31.3,5.2,1 tbsp
BEANS,"BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL",11626,2.14,12,1.4,0.06,1 cup
PEPPERS,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS",11632,4.74,27,0.92,0.94,"1 cup, chopped"
PEPPERS,"PEPPERS,SWT,GRN,FREEZE-DRIED",11634,68.7,314,17.9,3,1 tbsp
RADISHES,"RADISHES,WHITE ICICLE,RAW",11637,2.63,14,1.1,0.1,".5 cup, slices"
SHALLOTS,"SHALLOTS,FREEZE-DRIED",11640,80.7,348,12.3,0.5,1 tbsp
SQUASH,"SQUASH,SMMR,ALL VAR,RAW",11641,3.35,16,1.21,0.18,"1 cup, sliced"
SQUASH,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT",11642,4.31,20,0.91,0.31,"1 cup, sliced"
SQUASH,"SQUASH,WNTR,ALL VAR,RAW",11643,8.59,34,0.95,0.13,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT",11644,8.85,37,0.89,0.35,"1 cup, cubes"
SWEET POTATO,"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS",11645,20.93,89,0.98,0.2,1 cup
SWEET POTATO,"SWEET POTATO,CND,SYRUP PK,DRND SOL",11647,25.36,108,1.28,0.32,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,SPANISH STYLE",11649,7.24,33,1.44,0.27,1 cup
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",11653,11.6,62,5.25,0.9,
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",11654,4.1,22,1.86,0.32,
CARROT JUICE,"CARROT JUICE,CANNED",11655,9.28,40,0.95,0.15,1 cup
CORN PUDD,"CORN PUDD,HOME PREP",11656,17,131,4.35,5.08,1 cup
POTATOES,"POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED",11657,17.53,83,1.92,0.57,1 cup
No Category,SPINACH SOUFFLE,11658,5.82,171,7.91,12.95,1 cup
SWEET POTATO,"SWEET POTATO,CKD,CANDIED,HOME-PREPARED",11659,27.86,144,0.87,3.25,"1 piece,  (2-1/2"" x 2"" dia)"
TOMATOES,"TOMATOES,RED,RIPE,CKD,STWD",11660,13.05,79,1.96,2.68,1 cup
SEAWEED,"SEAWEED,AGAR,DRIED",11663,80.88,306,6.21,0.3,
SEAWEED,"SEAWEED,SPIRULINA,RAW",11666,2.42,26,5.92,0.39,
SEAWEED,"SEAWEED,SPIRULINA,DRIED",11667,23.9,290,57.47,7.72,1 cup
SEAWEED,"SEAWEED,WAKAME,RAW",11669,9.14,45,3.03,0.64,"2 tbsp,  (1/8 cup)"
PEPPERS,"PEPPERS,HOT CHILI,GRN,RAW",11670,9.46,40,2,0.2,1 pepper
POTATOES,"POTATOES,O'BRIEN,HOME-PREPARED",11671,15.47,81,2.35,1.28,1 cup
No Category,POTATO PANCAKES,11672,27.9,269,6.06,14.75,"1 small,  2-3/4 in. dia., 5/8 in. thick."
POTATO,"POTATO,BKD,FLESH & SKN,WO/ SALT",11674,21.15,93,2.5,0.13,"1 potato, large"
POTATOES,"POTATOES,MICROWAVED,CKD IN SKN,FLESH&SKN,WO/SALT",11675,24.24,105,2.44,0.1,"1 potato,  (2-3/4"" dia by 4-3/4"" long)"
RADISH SEEDS,"RADISH SEEDS,SPROUTED,RAW",11676,3.6,43,3.81,2.53,1 cup
SHALLOTS,"SHALLOTS,RAW",11677,16.8,72,2.5,0.1,"1 tbsp, chopped"
CARROT,"CARROT,DEHYDRATED",11683,79.57,341,8.1,1.49,1 cup
TOMATOES,"TOMATOES,CRUSHED,CANNED",11693,7.29,32,1.64,0.28,
TOMATOES,"TOMATOES,ORANGE,RAW",11695,3.18,16,1.16,0.19,"1 cup, chopped"
TOMATOES,"TOMATOES,YELLOW,RAW",11696,2.98,15,0.98,0.26,"1 cup, chopped"
ARROWROOT,"ARROWROOT,RAW",11697,13.39,65,4.24,0.2,"1 cup, sliced"
CHRYSANTHEMUM LEAVES,"CHRYSANTHEMUM LEAVES,RAW",11698,3.01,24,3.36,0.56,"1 cup, chopped"
AMARANTH LEAVES,"AMARANTH LEAVES,CKD,BLD,DRND,W/SALT",11700,4.11,21,2.11,0.18,1 cup
ARROWHEAD,"ARROWHEAD,CKD,BLD,DRND,W/SALT",11701,16.14,78,4.49,0.1,"1 corm,  medium"
ARTICHOKES,"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,W/SALT",11702,11.95,53,2.89,0.34,"1 artichoke,  medium"
ARTICHOKES,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT",11703,9.18,45,3.11,0.5,1 cup
ASPARAGUS,"ASPARAGUS,CKD,BLD,DRND,W/SALT",11705,4.11,22,2.4,0.22,.5 cup
ASPARAGUS,"ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",11707,2.48,15,1.8,0.18,.5 cup
ASPARAGUS,"ASPARAGUS,FRZ,CKD,BLD,DRND,W/SALT",11709,1.92,18,2.95,0.42,1 cup
BALSAM-PEAR (BITTER GOURD),"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,W/SALT",11710,6.16,32,3.6,0.2,1 cup
BALSAM-PEAR (BITTER GOURD),"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",11711,4.32,19,0.84,0.18,"1 cup,  (1/2"" pieces)"
BAMBOO SHOOTS,"BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT",11712,1.52,11,1.53,0.22,"1 cup,  (1/2"" slices)"
BEANS,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11713,4.72,33,4.83,0.58,
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",11714,23.64,123,6.81,0.32,1 cup
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",11715,13.33,71,4.07,0.29,.5 cup
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT",11716,19.45,105,6.65,0.3,"1 package,  (10 oz) yields"
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT",11717,19.32,103,6.07,0.34,"1 package,  (10 oz) yields"
MUNG BNS,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11718,3.6,19,2.03,0.09,1 cup
BEANS,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11719,15.01,78,7.07,0.81,
BEANS,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",11720,30.88,162,9.31,0.48,"1 package,  (10 oz) yields"
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11721,3.5,20,1.86,0.32,
BEANS,"BEANS,SNAP,YELLOW,RAW",11722,7.14,31,1.82,0.12,1 cup
BEANS,"BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT",11723,7.88,35,1.89,0.28,1 cup
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT",11724,7.88,35,1.89,0.28,1 cup
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,W/SALT",11725,7.88,35,1.89,0.28,1 cup
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS",11726,3.5,15,0.8,0.1,.5 cup
BEANS,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",11727,3.5,15,0.8,0.1,.5 cup
BEANS,"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS",11728,3.5,15,0.8,0.1,.5 cup
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",11729,4.5,20,1.15,0.1,1 cup
BEANS,"BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP",11730,7.57,33,1.8,0.21,1 cup
BEANS,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT",11731,5.86,26,1.49,0.17,1 cup
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO/SALT",11732,6.45,28,1.49,0.17,1 cup
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",11733,5.86,26,1.49,0.17,1 cup
BEETS,"BEETS,CKD,BOILED. DRND,W/SALT",11734,9.96,44,1.68,0.18,".5 cup, slices"
BEETS,"BEETS,CND,NO SALT,SOL&LIQUIDS",11735,6.57,28,0.8,0.07,1 cup
BEET GRNS,"BEET GRNS,CKD,BLD,DRND,W/SALT",11736,5.46,27,2.57,0.2,"1 cup,  (1"" pieces)"
BORAGE,"BORAGE,CKD,BLD,DRND,W/SALT",11737,3.55,25,2.09,0.81,
BROADBEANS,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",11738,10.1,62,4.8,0.5,
BROCCOLI,"BROCCOLI,LEAVES,RAW",11739,5.24,28,2.98,0.35,
BROCCOLI,"BROCCOLI,FLOWER CLUSTERS,RAW",11740,5.24,28,2.98,0.35,"1 cup,  flowerets"
BROCCOLI,"BROCCOLI,STALKS,RAW",11741,5.24,28,2.98,0.35,1 stalk
BROCCOLI,"BROCCOLI,CKD,BLD,DRND,W/SALT",11742,7.18,35,2.38,0.41,"1 stalk,  large (11""-12"" long)"
BROCCOLI,"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",11743,5.35,28,3.1,0.12,1 cup
BROCCOLI,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT",11744,5.35,28,3.1,0.11,"1 package,  (10 oz) yields"
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT",11745,7.1,36,2.55,0.5,1 sprout
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT",11746,8.32,42,3.64,0.39,1 cup
BURDOCK ROOT,"BURDOCK ROOT,CKD,BLD,DRND,W/SALT",11747,21.15,88,2.09,0.14,"1 cup,  (1"" pieces)"
BUTTERBUR,"BUTTERBUR,CKD,BLD,DRND,W/SALT",11748,2.16,8,0.23,0.02,
CABBAGE,"CABBAGE,COMMON,FRESHLY HARVEST,RAW",11749,5.37,24,1.21,0.18,1 head
CABBAGE,"CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW",11750,5.37,24,1.21,0.18,1 head
CABBAGE,"CABBAGE,COMMON,CKD,BLD,DRND,W/SALT",11751,5.51,23,1.27,0.06,1 head
CABBAGE,"CABBAGE,RED,CKD,BLD,DRND,W/SALT",11752,6.94,29,1.51,0.09,1 leaf
CABBAGE,"CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT",11753,5.41,24,1.8,0.09,"1 cup, shredded"
